,libraryID,liverID,HF,macro,male,micro,alactate.3H,time,group,liver,liverweight,PVp,PVf,HAp,HAf,bicarbadded,HAr,PVr,macro,aph,aco2,ao2,ahco3,abe,alactate,vph,vco2,vo2,vhco3,vbe,vlactate,Na,K,Ca,Cl,Glu,BUN,Cr,AG,AST,ALT,Alb,Alp,Dbil,Tbil,TP,VLDL,Trig,HDL,LDL,Chol,bilevol,bilepH,bilehco3,bilelactate,bilegluc,hct,hb,wbc,plt,AMP,ADP,ATP,NAD,NADH,NADP,NADPH,FAD,atpadp,atpamp,ec,nadhnad
131,NA,NA,15,,,,1.73,0,3,NA,1.766,5,NA,30,NA,125,NA,NA,NA,7.37,183.6,737,73.5,35.5,4.88,NA,NA,NA,NA,NA,NA,187,7.6,1.64,110,126,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.6,12.1,5.9,36,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
132,NA,NA,15,,,,1.73,0.5,3,NA,NA,5,940,80,142,0,0.563380282,0.005319149,NA,7.534,51.1,154,43.1,20,12.32,7.41,70.4,29,44.7,20,11.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
133,NA,NA,15,,,,1.73,1,3,NA,NA,6,1010,85,172,0,0.494186047,0.005940594,NA,7.701,41.6,632,51.5,30,5.65,7.541,55,39,47.1,25,4.97,NA,NA,NA,NA,NA,NA,NA,NA,1047,687,4.2,97,0.1,0.5,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
134,NA,NA,15,,,,1.73,1.5,3,NA,NA,6,1000,85,187,0,0.454545455,0.006,NA,7.663,49.2,661,55.8,30,1.68,7.54,57.5,46,49.1,27,2.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
135,NA,NA,15,,,,1.73,2,3,NA,NA,6,950,85,352,0,0.241477273,0.006315789,NA,7.538,61,655,52,29,1.57,7.481,64.3,50,48,25,1.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
136,NA,NA,15,,,,1.73,3,3,NA,NA,6,1040,85,425,0,0.2,0.005769231,NA,7.484,65,639,48.9,25,1.73,7.403,73,59,45.6,21,1.6,162,2.7,0.95,93,556,57,0.9,32,1340,834,4.4,34,0.6,1.2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
137,NA,NA,15,,,,1.73,4,3,NA,NA,6,1060,85,435,0,0.195402299,0.005660377,NA,7.46,65.1,678,46.3,23,2.13,7.36,78.1,53,44.1,19,2.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
138,NA,NA,15,,,,1.73,6,3,NA,NA,6,1140,85,446,0,0.19058296,0.005263158,NA,7.445,64.4,657,44.2,20,2.44,7.366,73.2,60,42,17,2.25,160,2.9,0.99,95,543,79,0.9,31,1708,996,4.4,60,1.4,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.2,10.8,1.2,11,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
139,NA,NA,15,,,,1.73,9,3,NA,NA,6,1140,85,457,0,0.185995624,0.005263158,NA,7.417,66.8,693,43.1,19,2.65,7.357,72.7,79,40.8,15,2.4,159,4.6,0.87,93,529,98,1.1,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,7.531,55.9,3.38,220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
140,NA,NA,15,,,,1.73,12,3,NA,1.791,6,1140,85,453,NA,0.187637969,0.005263158,NA,7.396,67.6,691,41.5,17,3.21,7.351,69.9,104,38.6,13,2.96,155,7.4,0.87,95,488,112,1,33,3370,1764,4.2,112,2.6,3.2,5.4,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,32,10.3,1.1,8,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
141,LV2,CV3,16,5,1,0,0.84,0,2,NA,1.68,5,NA,30,NA,100,NA,NA,NA,7.42,115.6,800,75,30,4.25,NA,NA,NA,NA,NA,NA,180,NA,1.39,NA,148,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.2,12.7,3.2,14,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
142,LV2,CV3,16,5,1,0,0.84,0.5,2,NA,NA,6,1630,70,321,0,0.218068536,0.003680982,NA,7.477,46,641,34.1,11,13.12,7.386,51.6,92,31,6,12.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
143,LV2,CV3,16,5,1,0,0.84,1,2,NA,NA,6,1800,70,577,0,0.121317158,0.003333333,NA,7.468,50.3,680,36.5,13,9.34,7.421,49.8,124,32.3,8,8.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
144,LV2,CV3,16,5,1,0,0.84,1.5,2,NA,NA,6,2060,75,560,0,0.133928571,0.002912621,NA,7.449,58.3,676,40.4,16,4.89,7.426,57.6,142,37.8,13,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
145,LV2,CV3,16,5,1,0,0.84,2,2,NA,NA,6,2110,75,550,0,0.136363636,0.002843602,NA,7.507,56.9,680,45.1,22,2.07,7.452,58.9,162,41.1,17,2.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
146,LV2,CV3,16,5,1,0,0.84,3,2,NA,NA,6,2110,75,630,0,0.119047619,0.002843602,NA,7.524,58.1,646,48,25,0.84,7.481,58.9,190,43.9,20,0.8,161,6,0.89,101,354,48,0.5,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
147,LV2,CV3,16,5,1,0,0.84,4,2,NA,NA,6,2130,75,659,0,0.113808801,0.002816901,NA,7.523,57.9,636,47.7,25,0.83,7.48,60.7,217,45.2,22,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
148,LV2,CV3,16,5,1,0,0.84,6,2,NA,NA,6,2200,75,640,0,0.1171875,0.002727273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
149,LV2,CV3,16,5,1,0,0.84,9,2,NA,NA,6,2300,75,680,0,0.110294118,0.002608696,NA,7.466,62.9,494,45.4,22,0.72,7.414,70.2,241,44.9,20,0.64,163,8.1,0.93,104,186,93,0.6,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
150,LV2,CV3,16,5,1,0,0.84,12,2,NA,1.302,6,2420,75,705,NA,0.106382979,0.002479339,NA,7.293,92.4,537,44.7,18,1.29,7.244,101.4,189,43.9,17,0.6,163,9,0.99,108,214,115,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,30.2,10,2.2,260,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
151,LV1,CV4,17,0,0,7.5,3.57,0,NA,NA,1.68,5,NA,30,NA,100,NA,NA,NA,7.388,119,800,71.7,30,7.04,NA,NA,NA,NA,NA,NA,174,9,1.45,119,96,3,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.5,13,1,7,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
152,LV1,CV4,17,0,0,7.5,3.57,0.5,NA,NA,NA,6,629,80,191,0,0.418848168,0.009538951,NA,7.522,50.2,569,41.2,18,13.83,7.376,49.3,37,28.9,4,13.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
153,LV1,CV4,17,0,0,7.5,3.57,1,NA,NA,NA,6,720,80,256,0,0.3125,0.008333333,NA,7.451,46,606,32.1,8,10.96,7.401,49.7,38,30.8,6,9.32,NA,NA,NA,NA,NA,NA,NA,NA,11960,5290,NA,80,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
154,LV1,CV4,17,0,0,7.5,3.57,1.5,NA,NA,NA,6,870,80,260,0,0.307692308,0.006896552,NA,7.454,47.6,551,33.4,9,9.3,7.4,50.6,55,31.3,7,7.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
155,LV1,CV4,17,0,0,7.5,3.57,2,NA,NA,NA,6,880,80,265,0,0.301886792,0.006818182,NA,7.473,44.9,489,32.9,9,6.94,7.432,50.8,48,33.9,10,4.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
156,LV1,CV4,17,0,0,7.5,3.57,3,NA,NA,NA,6,970,80,286,0,0.27972028,0.006185567,NA,7.516,49.5,551,40,17,3.57,7.457,53.9,61,38.1,14,0.9,153,8,0.74,100,426,52,0.3,28,13450,6020,NA,100,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
157,LV1,CV4,17,0,0,7.5,3.57,4,NA,NA,NA,6,950,80,290,0,0.275862069,0.006315789,NA,7.477,56.2,668,41.6,18,0.82,7.423,56.8,55,37.1,13,0.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
158,LV1,CV4,17,0,0,7.5,3.57,6,NA,NA,NA,6,1040,80,307,0,0.260586319,0.005769231,NA,7.506,48,555,37.9,15,1.54,7.386,58.8,60,35.3,10,1.15,153,6.7,0.99,97,460,91,0.4,33,13020,5560,NA,130,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.8,9.8,3.2,44,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
159,LV1,CV4,17,0,0,7.5,3.57,9,NA,NA,NA,6,1100,80,307,10,0.260586319,0.005454545,NA,7.443,46.8,488,32,8,2.1,7.267,70.1,81,32,5,1.23,152,6.5,0.82,98,532,113,0.5,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
160,LV1,CV4,17,0,0,7.5,3.57,12,NA,NA,1.446,6,1170,80,230,NA,0.347826087,0.005128205,NA,7.409,46.3,483,29.3,5,2.43,7.246,70.5,68,30.6,3,1.59,152,6.9,0.56,97,579,129,0.4,33,16420,5490,NA,200,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.2,9.2,0.8,26,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
161,FV2,CV5,18,25,1,50,0.81,0,0,NA,2.445,5,NA,40,NA,100,NA,NA,NA,7.353,124.2,800,69,30,9.62,NA,NA,NA,NA,NA,NA,176,9,1.51,121,60,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.5,12.9,2.3,22,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
162,FV2,CV5,18,25,1,50,0.81,0.5,0,NA,NA,5,410,70,258,10,0.271317829,0.012195122,NA,7.295,53.5,683,26,0,16.59,7.237,54.6,33,23.2,-4,15.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
163,FV2,CV5,18,25,1,50,0.81,1,0,NA,NA,8,960,60,733,0,0.081855389,0.008333333,NA,7.351,50.2,669,27.8,2,12.79,7.329,49.5,55,26,0,11.88,NA,NA,NA,NA,NA,NA,NA,NA,5500,4695,NA,NA,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
164,FV2,CV5,18,25,1,50,0.81,1.5,0,NA,NA,8,1300,60,610,0,0.098360656,0.006153846,NA,7.489,51.6,NA,39.2,16,3.12,7.456,51.2,47,36.1,12,2.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
165,FV2,CV5,18,25,1,50,0.81,2,0,NA,NA,8,1540,60,690,0,0.086956522,0.005194805,NA,7.471,62.2,649,45.3,22,0.56,7.422,63.5,62,41.4,17,0.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
166,FV2,CV5,18,25,1,50,0.81,3,0,NA,NA,8,1600,65,840,0,0.077380952,0.005,NA,7.449,63.2,632,43.8,20,0.81,7.402,65.4,77,40.7,16,0.75,143,9,0.65,92,539,45,0.5,NA,7765,6600,3.6,NA,NA,2,5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
167,FV2,CV5,18,25,1,50,0.81,4,0,NA,NA,8,1610,65,900,0,0.072222222,0.004968944,NA,7.436,63.8,588,42.9,19,1.41,7.386,66.5,90,39.9,15,1.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5,7.554,46.2,1.44,473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
168,FV2,CV5,18,25,1,50,0.81,6,0,NA,NA,9,1780,63,910,0,0.069230769,0.00505618,NA,7.412,66,552,42,17,1.55,7.335,73.5,106,39.2,13,1.47,143,9,0.85,92,555,93,0.7,NA,8585,6825,NA,NA,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.6,9.2,2.3,25,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
169,FV2,CV5,18,25,1,50,0.81,9,0,NA,NA,9,1860,47,760,0,0.061842105,0.00483871,NA,7.164,118.1,431,42.4,14,0.77,7.12,126.8,82,41.2,12,0.62,140,9,0.85,91,598,93,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,7.341,41.7,1.34,449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
170,FV2,CV5,18,25,1,50,0.81,12,0,NA,2.06,9,1790,45,680,NA,0.066176471,0.005027933,NA,7.172,106.9,424,39.2,11,0.69,7.114,118.9,76,38.1,9,0.57,139,9,0.62,91,624,105,0.8,NA,NA,7000,NA,NA,NA,2.5,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,24.5,8.5,3,39,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
171,LN1,CN5,19,0,0,0,16.36,0,NA,NA,2.084,5,NA,30,NA,100,NA,NA,NA,7.397,99.3,800,61,30,12.64,NA,NA,NA,NA,NA,NA,175,9,1.37,123,51,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.9,12.9,1.3,14,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
172,LN1,CN5,19,0,0,0,16.36,0.5,NA,NA,NA,7,220,65,157,10,0.414012739,0.031818182,NA,7.313,53.5,617,27.2,1,20,7.198,59.6,38,22.1,-6,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
173,LN1,CN5,19,0,0,0,16.36,1,NA,NA,NA,9,640,65,299,20,0.217391304,0.0140625,NA,7.148,62.5,599,21.7,-7,20,7.091,68.4,74,20.8,-9,19.65,NA,NA,NA,NA,NA,NA,NA,NA,9040,3430,NA,105,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
174,LN1,CN5,19,0,0,0,16.36,1.5,NA,NA,NA,9,770,70,235,15,0.29787234,0.011688312,NA,7.222,62.8,616,25.8,-2,19.86,7.16,72.4,88,25.8,-3,19.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
175,LN1,CN5,19,0,0,0,16.36,2,NA,NA,NA,9,830,70,235,15,0.29787234,0.010843373,NA,7.291,62,578,29.9,3,20,7.211,74.9,72,30,2,19.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
176,LN1,CN5,19,0,0,0,16.36,3,NA,NA,NA,9,890,75,180,0,0.416666667,0.01011236,NA,7.474,47.8,582,35.1,12,16.36,7.367,59.4,60,34.1,9,15.14,156,9,0.68,101,700,42,1,NA,10620,3710,NA,100,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
177,LN1,CN5,19,0,0,0,16.36,4,NA,NA,NA,8,790,80,234,0,0.341880342,0.010126582,NA,7.521,46.2,570,37.8,15,12.63,7.397,58.9,55,36.3,11,11.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,7.431,34.1,14.65,700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
178,LN1,CN5,19,0,0,0,16.36,6,NA,NA,NA,8,850,77,420,0,0.183333333,0.009411765,NA,7.422,64.5,629,42,18,7.71,7.367,69.5,80,39.9,15,7.29,154,9,0.97,97,700,75,1.2,NA,14210,3670,NA,140,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
179,LN1,CN5,19,0,0,0,16.36,9,NA,NA,NA,8,920,77,490,0,0.157142857,0.008695652,NA,7.521,49,538,40.1,17,7.63,7.445,54.2,82,37.3,13,7.57,154,9,0.64,96,700,94,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,7.448,38.8,8.85,700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
180,LN1,CN5,19,0,0,0,16.36,12,NA,NA,1.688,8,990,77,530,NA,0.145283019,0.008080808,NA,7.368,65.5,598,37.8,12,7.68,7.318,68.8,96,35.3,9,7.27,NA,NA,NA,NA,NA,NA,NA,NA,15470,2500,NA,180,NA,2,NA,NA,NA,NA,NA,NA,10,7.426,37.2,7.49,700,25.1,9.7,0.8,16,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA